0,0.00004,0.0004,0.0005,0.0012,0.0023,0.0031,0.0039,0.0079,0.0161,0.0416,0.0741,0.1264,0.1741,0.2575,0.273,0.3324,0.4209,0.4892,0.5268,0.6102,0.6564,0.6892,0.7236,0.7599,0.7982,0.8387,0.8597,0.8941
0,0.00053,0.0051,0.0077,0.0157,0.029,0.03725,0.0451,0.0876,0.1634,0.2992,0.3916,0.4749,0.5167,0.5574,0.5644,0.5878,0.6222,0.647,0.6628,0.7029,0.7271,0.7469,0.7693,0.7926,0.8183,0.8491,0.864,0.8941
